WELL_ID,WELL_NAME,WELL_TYPE,HOST_WELL_ID,STATUS,STATUS_CHANGE_DATE,ASSIGNED_TO,ASSIGNED_DATE,DRILL_DATE,DRILL_DEPTH,DRILL_DEPTH_UNITS,CONST_DATE,DRILL_COMMENT,DRILL_SOURCE,DRILL_SOURCE_DATE,REMEDIATED_FLAG,DECOMMISSION_COMMENT,DECOMMISSION_DATE,DECOMMISSION_SOURCE,DECOMMISSION_SOURCE_DATE,CONST_DEPTH,CONST_DEPTH_UNITS,CONST_SOURCE,CONST_SOURCE_DATE,DEPTH_TO_BOTTOM,DEPTH_TO_BOTTOM_UNITS,DEPTH_TO_WATER,DEPTH_TO_WATER_UNITS,DRY_WELL,WELL_NAME_SYNONYMS,ECOLOGY_NAME,WELL_PROJECTS,WELL_PROJECT_PURPOSES,WS_SIZE_DEPTH_TOP_BOTTOM_UNITS,WC_SIZE_DEPTH_TOP_BOTTOM_UNITS,WP_CUTS_DEPTH_TOP_BOTTOM_UNITS,DOCUMENTED_PROGRAMS,WASTE_MANAGEMENT_PLANS,WASTE_DISPOSAL_LOCATIONS,WASTE_STORAGE_LOCATIONS,WMP_RELATED_OPERABLE_UNITS,SITE_OU_COMMENT,WASTE_SITES_0M,OU_0M,WASTE_SITES_50F,OU_50F,WASTE_SITES_100F,OU_100F,WASTE_SITES_50M,OU_50M,WASTE_SITES_100M,OU_100M,DATE_LAST_INSPECTED,INSPECTION_TYPE,DATE_LAST_SAMPLED_GW,DATE_LAST_SAMPLED_MM,DATE_LAST_SAMPLED_SO,DATE_LAST_SAMPLED_SG,DATE_LAST_SAMPLED,DATE_LAST_ROUTINE_MAINTENANCE,DATE_LAST_MAINTENANCE,DATE_LAST_WLM,TANK_FARMS,PUBLIC_LAND_SURVEY_SYSTEM,CLOSURE_ZONE,GW_AREA_OF_INTEREST,MONUMENT_LOC,ESTIMATED_QTR_QTR_SEC,HORIZ_SURVEY_POINT_DESC,HORIZ_SURVEY_DATE,NORTHING,EASTING,DISC_X,DISC_Y,HORIZ_SURVEY_UNITS,HORIZ_DATUM,HORIZ_REVIEW_QUALIFIER,ELEV_SURVEY_POINT_DESC,ELEV_SURVEY_DATE,ELEVATION,DISC_Z,ELEV_SURVEY_UNITS,ELEV_DATUM,ELEV_REVIEW_QUALIFIER,DISTRICT_ID,SORT_NAME
A4938,299-W18-26,GROUNDWATER WELL,,DECOMMISSIONED-V,8/11/2003,"SCHATZ, AL",12/1/1992,12/3/1989,249.9,ft,12/3/1989,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/19/1993,,,8/11/2003,,,249.9,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/19/1993,246.5,ft,,,Y,,,,,"4in, 222.2ft - 243.3ft","4in, 0ft - 222.2ft",,,Waste Management Plan for the Expedited Response Action for 200 West Area Carbon Tetrachloride Plume and the 200-ZP-1 and 200/REV NUM 8,,200-PW-1 CENTRAL STORAGE AREA,200-ZP-1,,,,"218-W-4C, UPR-200-W-71",200-SW-2,"218-W-4C, CWC, UPR-200-W-71",200-SW-2,"218-W-4C, CWC, UPR-200-W-71",200-SW-2,"218-W-4C, CWC, UPR-200-W-71",200-SW-2,3/11/2003,MAINTENANCE INSPECTION,7/13/1999,,,,7/13/1999,7/19/2000,1/22/2002,3/20/2003,,"T12N, R25E, S1, SW 1/4, SW 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),8/28/1996,135491.707,566091.276,566091.285,135492.016,m,NAD83(91),,"Top of casing, stamped X",8/28/1996,214.12,213.243,m,NAVD88,,200-W,1-0299-W0018A-A0026A
A4953,299-W19-27,GROUNDWATER WELL,,DECOMMISSIONED-V,8/4/2003,"SCHATZ, AL",12/1/1992,5/1/1987,230,ft,5/1/1987,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/20/1993,,,8/4/2003,,,230,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/20/1993,223.3,ft,,,Y,,,,,"5in, 208ft - 228ft","5in, 0ft - 208ft",,,Interim Action Waste Management Plan for the 200-UP-1 Operable Unit/REV NUM 6,,200-PW-1 CENTRAL STORAGE AREA,200-UP-1,,,,600-291-PL,Not Applicable,"200-W-84-PL-C, 600-291-PL",200-IS-1,"200-W-84-PL-C, 200-W-98-PL-E, 207-U, 600-291-PL",200-IS-1,"200-W-168-PL-A, 200-W-192-PL-C, 200-W-222-PL, 200-W-67, 200-W-84-PL-C, 200-W-98-PL-E, 200-W-99-PL-D, 207-U, 216-U-14, 600-291-PL, UPR-200-W-111, UPR-200-W-161",200-IS-1,7/29/2003,MAINTENANCE INSPECTION,2/28/1996,,,,2/28/1996,5/1/1987,7/29/2003,10/5/2000,,"T12N, R25E, S12, NE 1/4, SW 1/4",S/U Farm,200-UP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,134930.575,567014.387,,,m,NAD83(91),,"Top of casing, north edge, stamped X",6/16/1994,209.481,208.534,m,NAVD88,,200-W,1-0299-W0019A-A0027A
A5435,299-W6-10,GROUNDWATER WELL,,IN-USE,7/22/1997,"SCHATZ, AL",12/1/1992,2/13/1992,278.3,ft,2/13/1992,,WELL CONSTRUCTION REPORT,4/14/1992,,,,,,278.3,ft,WELL CONSTRUCTION REPORT,4/14/1992,275.5,ft,272.7,ft,,W6-MW5,,"200-ZP-1 Operable Unit, 2ZP1-LOI",GROUNDWATER SAMPLE,"4in, 251.2ft - 271.3ft","4in, 0ft - 251.2ft / 4in, 271.3ft - 271.6ft",,,Waste Management Plan for the Expedited Response Action for 200 West Area Carbon Tetrachloride Plume and the 200-ZP-1 and 200/REV NUM 8,,200-PW-1 CENTRAL STORAGE AREA,200-ZP-1,,218-W-6,Not Applicable,218-W-6,Not Applicable,218-W-6,Not Applicable,218-W-6,Not Applicable,218-W-6,Not Applicable,11/11/2010,MAINTENANCE INSPECTION,9/1/2005,,,,9/1/2005,2/6/1997,11/11/2010,10/5/2006,,"T13N, R26E, S31, SW 1/4, NW 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),8/7/1992,137453.05,567413.34,,,m,NAD83,,"Top of casing, north edge",8/7/1992,218.228,217.374,m,NAVD88,,200-W,1-0299-W0006A-A0010A
A5437,299-W6-12,GROUNDWATER WELL,,IN-USE,7/22/1997,"SCHATZ, AL",12/1/1992,4/14/1992,259.3,ft,4/14/1992,,WELL CONSTRUCTION REPORT,4/14/1992,,,,,,257.6,ft,WELL CONSTRUCTION REPORT,4/14/1992,,,79.472,m,,W6-MW13A,,,,"4in, 242.22ft - 257.38ft","4in, -5.65ft - 242.22ft / 4in, 257.38ft - 257.58ft",,,,,,,,218-W-6,Not Applicable,218-W-6,Not Applicable,218-W-6,Not Applicable,"218-W-6, 600-292-PL",Not Applicable,"218-W-6, 600-292-PL",Not Applicable,1/15/2025,SAMPLING INSPECTION,1/25/2018,,,,1/25/2018,4/14/1992,1/29/2013,1/15/2025,,"T13N, R25E, S36, SE 1/4, NW 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137635.159,566915.534,,,m,NAD83(91),,"Top of casing, north edge, stamped X",8/31/1994,212.091,211.219,m,NAVD88,,200-W,1-0299-W0006A-A0012A
A5441,299-W18-32,GROUNDWATER WELL,,IN-USE,7/22/1997,"SCHATZ, AL",12/1/1992,7/29/1992,225,ft,7/29/1992,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,6/30/1993,,,,,,225,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,6/30/1993,225.3,ft,0,ft,Y,"NCR #BO6886, NCR BO6886, W4-MW10",,,,"4in, 201.7ft - 222ft","4in, 0ft - 201.7ft",,,Waste Management Plan for the Expedited Response Action for 200 West Area Carbon Tetrachloride Plume and the 200-ZP-1 and 200/REV NUM 8,,200-PW-1 CENTRAL STORAGE AREA,200-ZP-1,,,,"218-W-4C ANNEX, UPR-200-W-71",Not Applicable,"218-W-4C ANNEX, UPR-200-W-71",Not Applicable,"200-W-28, 216-Z-20, 218-W-4C ANNEX, UPR-200-W-71",Not Applicable,"200-W-28, 216-U-10, 216-Z-11, 216-Z-19, 216-Z-1D, 216-Z-20, 218-W-4C ANNEX, UPR-200-W-71",Not Applicable,8/4/1997,MAINTENANCE INSPECTION,1/20/1999,,,,1/20/1999,8/4/1997,8/4/1997,7/27/2001,,"T12N, R25E, S12, NW 1/4, SE 1/4",WM,200-UP,Hanford (Not in Monument),,Center of casing (assumed),8/28/1996,134975.641,566515.584,566515.566,134975.975,m,NAD83(91),,"Top of casing, stamped X",8/28/1996,207.281,206.396,m,NAVD88,,200-W,1-0299-W0018A-A0032A
A5463,699-34-61,GROUNDWATER WELL,,IN-USE,7/22/1997,"SCHATZ, AL",12/1/1992,11/29/1993,345.12,ft,11/29/1993,,WELL CONSTRUCTION REPORT,11/29/1993,,,,,,345.12,ft,WATER WELL REPORT,11/29/1993,,,96.362,m,,6-SDF-5,,200-UP-1 GW-OU Monitoring,DATA REPORT,"4in, 303.3ft - 323.3ft","4in, -1.8ft - 303.3ft / 4in, 323.3ft - 323.5ft",,,,,,,,,,,,,,,,,,3/4/2025,SAMPLING INSPECTION,3/4/2025,,,,3/4/2025,11/29/1993,4/17/2024,6/24/2025,,"T12N, R26E, S16, NW 1/4, NE 1/4",ERDF,200-UP,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,133809.862,571395.863,,,m,NAD83(91),,"Top of casing, north edge, stamped X",5/12/1995,221.807,220.92,m,NAVD88,,600,1-0699-A0034-A0061A
A5464,699-38-61,GROUNDWATER WELL,,IN-USE,12/7/2004,"SCHATZ, AL",12/1/1992,11/16/1993,358.1,ft,11/16/1993,,WELL CONSTRUCTION REPORT,11/16/1993,,,,,,356.5,ft,WELL CONSTRUCTION REPORT,11/16/1993,,,104.468,m,,,,200-UP-1 GW-OU Monitoring,DATA REPORT,"4in, 334.1ft - 354.1ft","4in, -4.1ft - 334.1ft / 4in, 354.1ft - 354.4ft",,,,,,,,,,,,,,,,,,2/12/2025,SAMPLING INSPECTION,2/12/2025,,,,2/12/2025,11/16/1993,10/28/2015,6/30/2025,,"T12N, R26E, S9, NW 1/4, SE 1/4",ERDF,200-UP,Hanford (Not in Monument),,Center of casing (assumed),6/30/1995,134997.282,571219.097,,,m,NAD83(91),,"Top of casing, north edge, stamped X",5/12/1995,228.167,227.261,m,NAVD88,,600,1-0699-A0038-A0061A
A4850,299-E33-26,GROUNDWATER WELL,,IN-USE,7/22/1997,"SCHATZ, AL",12/1/1992,3/5/1969,240,ft,3/5/1969,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,9/13/1993,,,,,,240,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,9/13/1993,,,72.407,m,,299-33-26,,"2BP5, 2BP5-S, SST(B)",GROUNDWATER SAMPLE,,"6in, 0ft - 239ft","6, 199ft - 220ft",,Waste Control Plan for the 200-BP-5 OU/REV NUM 3,,PO-1/BP-5 CONSOLIDATED WASTE STORAGE AREA,200-BP-5,,,,216-B-61,Not Applicable,216-B-61,Not Applicable,"200-E-105, 200-E-181-PL, 216-B-61",Not Applicable,"200-E-105, 200-E-181-PL, 200-E-47, 216-B-61, 600-292-PL",Not Applicable,9/12/2012,SAMPLING INSPECTION,9/12/2012,,,,9/12/2012,6/15/2001,8/23/2012,7/21/2017,,"T13N, R26E, S34, SE 1/4, NW 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),1/15/1993,137681.471,573333.348,,,m,NAD83(91),,"Top of casing, north edge, stamped X",1/16/1993,193.884,193.143,m,NAVD88,,200-E,1-0299-E0033A-A0026A
A4959,299-W19-6,GROUNDWATER WELL,,IN-USE,7/22/1997,"SCHATZ, AL",12/1/1992,12/13/1968,422,ft,12/13/1968,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/19/1993,,,,,,422,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/19/1993,,,80.345,m,,,,200-UP-1 GW-OU Monitoring,DATA REPORT,,"6in, 0ft - 422ft",380ft - 411ft,,,,,,,,,216-S-23,200-WA-1,216-S-23,200-WA-1,216-S-23,200-WA-1,"200-W-122, 200-W-141-PL, 200-W-98-PL-D, 216-S-23, 600-269-PL, UPR-200-W-44",Not Applicable,2/11/2025,SAMPLING INSPECTION,2/11/2025,,,,2/11/2025,8/13/2001,3/22/2021,3/18/2025,,"T12N, R25E, S12, NE 1/4, SW 1/4",S/U Farm,200-UP,Hanford (Not in Monument),,Center of casing (assumed),7/15/1991,134693.76,567133.33,,,m,NAD83,,"Top of casing, north edge, stamped X",7/15/1991,210.341,,m,NAVD88,,200-W,1-0299-W0019A-A0006A
A4968,299-W22-26,GROUNDWATER WELL,,IN-USE,7/22/1997,"SCHATZ, AL",12/1/1992,11/14/1963,300,ft,12/20/1963,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,12/20/1963,,,,,,300,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,12/20/1963,245.1,ft,0,ft,Y,,,"200-UP-1 Operable Unit, 2UP1-LOI, SST(SSX), U-12",GROUNDWATER SAMPLE,,"8in, 0ft - 297ft","260ft - 297ft / 4, 240ft - 260ft / 6, 228ft - 240ft / 1, 200ft - 228ft",,Interim Action Waste Management Plan for the 200-UP-1 Operable Unit/REV NUM 6,,200-PW-1 CENTRAL STORAGE AREA,200-UP-1,,,,216-S-9,200-DV-1,216-S-9,200-DV-1,"200-W-139-PL-B, 200-W-54, 216-S-9, UPR-200-W-164",200-IS-1,"200-W-139-PL-B, 200-W-141-PL, 200-W-54, 200-W-98-PL-D, 216-S-18, 216-S-9, UPR-200-W-108, UPR-200-W-164",200-IS-1,10/16/2013,MAINTENANCE INSPECTION,7/19/2012,,,,7/19/2012,5/31/2001,10/16/2013,1/6/2014,,"T12N, R25E, S12, SE 1/4, NW 1/4",S/U Farm,200-UP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,134465.229,567205.187,,,m,NAD83(91),,"Top of casing, north edge, stamped X",6/10/1994,208.379,,m,NAVD88,,200-W,1-0299-W0022A-A0026A
A5111,699-28-52A,GROUNDWATER WELL,,IN-USE,7/22/1997,"SCHATZ, AL",12/1/1992,6/29/1958,715,ft,6/29/1958,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,9/14/1994,,,,,,715,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,9/14/1994,,,87.878,m,,699-28-52,,200-UP-1 GW-OU Monitoring,DATA REPORT,,"8in, -1.2ft - 686ft","6, 275ft - 365ft / 4, 365ft - 675ft / 6, 675ft - 685ft",,,,,,,UPR-200-E-83,200-OA-1,UPR-200-E-83,200-OA-1,UPR-200-E-83,200-OA-1,UPR-200-E-83,200-OA-1,UPR-200-E-83,200-OA-1,9/1/2022,SAMPLING INSPECTION,9/1/2022,,,,9/1/2022,6/29/1958,1/30/2019,3/19/2025,,"T12N, R26E, S23, NW 1/4, NW 1/4",NRDWL/BC Control,200-PO,Hanford (Not in Monument),,Center of casing (assumed),5/8/1993,132109.32,574187.625,,,m,NAD83(91),,"Top of casing, north edge, stamped X",4/22/1993,209.64,,m,NAVD88,,600,1-0699-A0028-A0052A
A5112,699-29-70AP,HOSTED PIEZOMETER,A8491,IN-USE,9/27/1997,"SCHATZ, AL",12/1/1992,1/31/1984,804.2,ft,2/2/1984,,,,,,,,,748.5,ft,,,,,61.058,m,,,,,,"2in, 715ft - 737ft",,,,,,,,,,,,,,,,,,,1/21/2013,SAMPLING INSPECTION,1/21/2013,,,,1/21/2013,1/31/1984,8/11/2003,4/3/2019,,"T12N, R26E, S18, SE 1/4, SW 1/4",,200-UP,Hanford (Not in Monument),,Center of casing (assumed),5/8/1993,132162.002,568465.373,,,m,NAD83(91),,"Top of casing, stamped X",4/19/1993,192.973,,m,NAVD88,,600,1-0699-A0029-A0070AP
A5126,699-32-22A,GROUNDWATER WELL,,IN-USE,7/22/1997,"SCHATZ, AL",12/1/1992,2/17/1971,171,ft,2/17/1971,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,9/15/1994,,,,,,171,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,9/15/1994,,,38.145,m,,699-32-22,,2PO1,GROUNDWATER SAMPLE,,"6in, -2.6ft - 171ft","1, 156ft - 169ft / 4, 111ft - 155ft",,Waste Control Plan for the 200-PO-1 Operable Unit/REV NUM 1,,PO-1/BP-5 CONSOLIDATED WASTE STORAGE AREA,200-PO-1,,,,,,,,,,,,10/23/2024,SAMPLING INSPECTION,10/23/2024,,,,10/23/2024,5/27/2004,12/1/2021,3/19/2025,,"T12N, R27E, S15, NE 1/4, SW 1/4",,200-PO,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,133256.813,583197.134,,,m,NAD83(91),,"Top of casing, north edge, stamped X",5/18/1994,158.774,,m,NAVD88,,600,1-0699-A0032-A0022A
A5130,699-32-72A,PIEZOMETER HOST,,IN-USE,5/14/2004,"SCHATZ, AL",12/1/1992,6/19/1957,580,ft,7/31/1957,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,9/15/1994,,,,,,580,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,9/15/1994,,,75.188,m,,699-32-72,,"200-UP-1 GW-OU Monitoring, 200-UP-1 Operable Unit, 2UP1-LOI","DATA REPORT, GROUNDWATER SAMPLE","8in, 460ft - 475ft","8in, -1.9ft - 571ft","6, 210ft - 240ft / 2, 240ft - 275ft / 6, 275ft - 280ft / 1, 280ft - 370ft / 6, 370ft - 380ft / 1, 380ft - 410ft / 6, 415ft - 420ft / 465ft - 485ft",,Interim Action Waste Management Plan for the 200-UP-1 Operable Unit/REV NUM 6,,200-PW-1 CENTRAL STORAGE AREA,200-UP-1,,,,,,,,,,,,4/9/2025,SAMPLING INSPECTION,4/9/2025,,,,4/9/2025,11/20/2007,4/5/2012,4/9/2025,,"T12N, R26E, S18, NW 1/4, SW 1/4",,200-UP,Hanford (Not in Monument),,Center of casing (assumed),5/8/1993,133362.612,567942.676,,,m,NAD83(91),,"Top of casing, north edge, stamped X",4/14/1993,204.661,,m,NAVD88,,600,1-0699-A0032-A0072A
A4999,299-W6-4,GROUNDWATER WELL,,IN-USE,7/22/1997,"SCHATZ, AL",12/1/1992,11/26/1991,258.2,ft,11/26/1991,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/15/1993,,,,,,258.2,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/15/1993,260.1,ft,257.03,ft,,,,,,"4in, 234.9ft - 256ft","4in, 0ft - 234.9ft / 8in, 143.5ft - 191.5ft",,,,,,,,218-W-6,Not Applicable,218-W-6,Not Applicable,"218-W-1A, 218-W-6, UPR-200-W-58",200-SW-2,"218-W-1A, 218-W-6, UPR-200-W-58",200-SW-2,"218-W-1A, 218-W-6, UPR-200-W-58",200-SW-2,9/18/2001,MAINTENANCE INSPECTION,9/8/2022,,,,9/8/2022,2/3/1997,9/18/2001,6/16/2005,,"T13N, R25E, S36, SE 1/4, SE 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),12/31/1991,137290.49,567132.25,,,m,NAD83,,"Top of outer casing, north edge",12/31/1991,214.806,213.745,m,NAVD88,,200-W,1-0299-W0006A-A0004A
A5005,299-W7-10,GROUNDWATER WELL,,IN-USE,12/12/2003,"SCHATZ, AL",12/1/1992,4/17/1990,244.2,ft,4/17/1990,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/16/1993,,,,,,244.2,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/16/1993,244.71,ft,244.11,ft,Y,W3-MW4,,,,"4in, 220.5ft - 240.9ft","4in, 0ft - 220.5ft",,,,,,,,,,UPR-200-W-58,200-WA-1,"218-W-3AE, 218-W-6, UPR-200-W-58",200-SW-2,"218-W-3AE, 218-W-6, UPR-200-W-58",200-SW-2,"218-W-3AE, 218-W-6, UPR-200-W-58",200-SW-2,11/28/2000,MAINTENANCE INSPECTION,4/18/2000,,,,4/18/2000,4/17/1990,11/28/2000,3/23/2003,,"T13N, R25E, S36, SE 1/4, NW 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137457.533,566858.212,,,m,NAD83(91),,"Top of casing, north edge, stamped X",6/24/1994,211.312,210.43,m,NAVD88,,200-W,1-0299-W0007A-A0010A
A5008,299-W7-2,GROUNDWATER WELL,,IN-USE,12/7/2004,"SCHATZ, AL",12/1/1992,9/30/1987,236,ft,9/30/1987,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/16/1993,,,,,,236,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/16/1993,224.1,ft,,,Y,299-W-7-2,,,,"4in, 202ft - 222ft / 8in, 212ft - 222ft","4in, 0ft - 202ft",,,,,,,,,,218-W-3A,200-SW-2,218-W-3A,200-SW-2,218-W-3A,200-SW-2,"218-W-3A, 218-W-3AE",200-SW-2,10/22/2004,MAINTENANCE INSPECTION,11/19/1997,,,,11/19/1997,9/30/1987,9/30/1987,6/12/1997,,"T13N, R25E, S36, SW 1/4, NE 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137638.502,566302.803,,,m,NAD83(91),,"Top of casing, north edge, stamped X",6/27/1994,207.016,206.29,m,NAVD88,,200-W,1-0299-W0007A-A0002A
A5011,299-W7-5,GROUNDWATER WELL,,IN-USE,7/22/1997,"SCHATZ, AL",12/1/1992,11/19/1987,229,ft,11/19/1987,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/16/1993,,,,,,229,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/16/1993,,,,,,,,"LLWMA(3), LLWMA(3)-PA",GROUNDWATER SAMPLE,"4in, 207ft - 227.7ft","4in, 0ft - 207ft",,,"Interim Action Waste Management Plan for the 200-UP-1 Operable Unit/REV NUM 6, Waste Management Plan for the Expedited Response Action for 200 West Area Carbon Tetrachloride Plume and the 200-ZP-1 and 200/REV NUM 8",,200-PW-1 CENTRAL STORAGE AREA,"200-UP-1, 200-ZP-1",,,,218-W-3AE,200-SW-2,218-W-3AE,200-SW-2,218-W-3AE,200-SW-2,"218-W-3A, 218-W-3AE",200-SW-2,3/31/2025,SAMPLING INSPECTION,3/17/2005,,,,3/17/2005,5/8/1997,9/29/2022,1/31/2023,,"T13N, R25E, S36, SW 1/4, NE 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),1/15/1993,137635.688,566476.026,,,m,NAD83(91),,"Top of casing, north edge, stamped X",1/13/1993,206.234,205.437,m,NAVD88,,200-W,1-0299-W0007A-A0005A
A5012,299-W7-6,GROUNDWATER WELL,,CANDIDATE FOR DECOMMISSIONING,1/22/2007,"SCHATZ, AL",12/1/1992,11/2/1987,242.8,ft,11/2/1987,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/16/1993,,,,,,242.8,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/16/1993,,,,,Y,299-W-7-6,,,,"4in, 209ft - 229ft / 8in, 231ft - 241ft","4in, 0ft - 209ft",,,,,,,,,,218-W-3AE,200-SW-2,218-W-3AE,200-SW-2,218-W-3AE,200-SW-2,"218-W-3AE, 600-292-PL",200-SW-2,10/26/2011,MAINTENANCE INSPECTION,1/29/2003,,,,1/29/2003,3/20/1996,10/26/2011,3/22/2004,,"T13N, R25E, S36, SE 1/4, NW 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137636.314,566658.078,,,m,NAD83(91),,"Top of casing, north edge, stamped X",6/28/1994,207.944,207.219,m,NAVD88,,200-W,1-0299-W0007A-A0006A
A5016,299-W8-1,GROUNDWATER WELL,,IN-USE,7/22/1997,"SCHATZ, AL",12/1/1992,7/23/1987,270.5,ft,7/23/1987,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/16/1993,,,,,,270.5,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/16/1993,,,,,,299-W-8-1,,"200-ZP-1 Operable Unit, 2ZP1-LOI, LLWMA(3), LLWMA(3)-PA",GROUNDWATER SAMPLE,"4in, 236.2ft - 256.5ft","4in, 0ft - 236.2ft",,,"Interim Action Waste Management Plan for the 200-UP-1 Operable Unit/REV NUM 6, Waste Management Plan for the Expedited Response Action for 200 West Area Carbon Tetrachloride Plume and the 200-ZP-1 and 200/REV NUM 8",,200-PW-1 CENTRAL STORAGE AREA,"200-UP-1, 200-ZP-1",,,,218-W-5,200-SW-2,218-W-5,200-SW-2,218-W-5,200-SW-2,"200-W-33, 218-W-5",200-OA-1,3/31/2025,SAMPLING INSPECTION,1/21/2021,,,,1/21/2021,5/8/1997,1/25/2022,3/12/2025,,"T13N, R25E, S36, SW 1/4, NW 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),9/30/1994,137646.639,565749.422,,,m,NAD83(91),,"Top of casing, north edge, stamped X",6/28/1994,214.862,214.29,m,NAVD88,,200-W,1-0299-W0008A-A0001A
A4922,299-W15-18,GROUNDWATER WELL,,DECOMMISSIONED-V,7/7/2004,"SCHATZ, AL",12/1/1992,8/4/1987,242.5,ft,8/4/1987,,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/19/1993,,,7/7/2004,,,242.5,ft,WELL CONSTRUCTION & COMPLETION SUMMARY/ ASBUILT,4/19/1993,237.9,ft,,,Y,299-W-15-18,,,,"4in, 208ft - 238ft / 8in, 230ft - 240ft","4in, 0ft - 208ft",,,Waste Management Plan for the Expedited Response Action for 200 West Area Carbon Tetrachloride Plume and the 200-ZP-1 and 200/REV NUM 8,,200-PW-1 CENTRAL STORAGE AREA,200-ZP-1,,,,,,218-W-4C,200-SW-2,"200-W-255, 218-W-4C",200-WA-1,"200-W-208-PL, 200-W-208-PL:1, 200-W-208-PL:2, 200-W-208-PL:3, 200-W-255, 200-W-59, 216-Z-12, 218-W-4C, 2607-Z1, UPR-200-W-159",TBD,12/3/2003,MAINTENANCE INSPECTION,1/17/2000,,,,1/17/2000,3/27/2000,12/3/2003,3/20/2003,,"T12N, R25E, S1, SW 1/4, SW 1/4",PFP,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),8/28/1996,135561.762,566308.661,566308.866,135561.973,m,NAD83(91),,"Top of casing, stamped X",8/28/1996,210.101,209.446,m,NAVD88,,200-W,1-0299-W0015A-A0018A
